Mik	####	####				
   	#Mikk	Mik	0		H	sg n
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
kaebab	kaebab	kaeba	b		V	b
:	:	:			Z	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
pühhapäewa	####	####				
          	#pühapäeva	püha_päev	0		S	sg g
õhto	####	####				
    	#õhtu	õhtu	0		S	sg g
Palwerre	####	####				
        	#Palvere	Palwere	0		H	sg g
kõrtso	####	####				
      	#kõrtsi	kõrts	0		S	adt
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
nattokenne	####	####				
          	#natukene	natukene	0		D	
aeg	aeg	aeg	0		S	sg n
seal	@seal	seal	0		D	
    	siga	siga	l		A	sg ad
    	siga	siga	l		S	sg ad
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
Palwerre	####	####				
        	#Palvere	Palwere	0		H	sg g
külla	küla	küla	0		S	adt
     	küll	küll	0		S	adt
     	küll	küll	0		S	sg g
     	küll	küll	0		S	sg p
     	£küla	küla	0		S	sg g
poisid	poi	poi	sid		S	pl p
      	@poisid	poiss	d		S	pl n
Hans	Hans	Hans	0		H	sg n
Wannatoa	####	####				
        	#Vanatoa	Wanatoa	0		H	sg n
,	,	,			Z	
Hans	Hans	Hans	0		H	sg n
Pallo	####	####				
     	#Pallo	Pallo	0		H	sg n
,	,	,			Z	
Hans	Hans	Hans	0		H	sg n
Wiermann	####	####				
        	#Wiermann	Wiermann	0		H	sg n
,	,	,			Z	
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg n
Peek	####	####				
    	#Peek	Peek	0		H	sg n
ja	ja	ja	0		J	
Hinrek	####	####				
      	#Hinrek	Hinrek	0		H	sg n
Kalk	kalk	kalk	0		A	sg n
    	£Kalk	Kalk	0		H	sg n
senna	senna	senna	0		S	sg g
     	senna	senna	0		S	sg n
     	£sinna	sinna	0		D	
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
,	,	,			Z	
temaga	temaga	tema	ga		P	sg kom
riito	####	####				
     	#riidu	riid	0		S	sg p
kiskunud	kisku=nud	kisku=nud	0		A	
        	kisku=nud	kisku=nud	0		A	sg n
        	kisku=nu	kisku=nu	d		S	pl n
        	kisku=nud	kisku=nud	d		A	pl n
        	@kiskunud	kisku	nud		V	nud
ja	ja	ja	0		J	
saapaid	saapaid	saabas	id		S	pl p
wahhetama	####	####				
         	#vahetama	vaheta	ma		V	ma
kippunud	kippu=nud	kippu=nud	0		A	
        	kippu=nud	kippu=nud	0		A	sg n
        	kippu=nu	kippu=nu	d		S	pl n
        	kippu=nud	kippu=nud	d		A	pl n
        	@kippunud	kippu	nud		V	nud
.	.	.			Z	
Temma	####	####				
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
ka	ka	ka	0		D	
Hans	Hans	Hans	0		H	sg n
Wiermanniga	####	####				
           	#Wiermanniga	Wiermann	ga		H	sg kom
sapaid	####	####				
      	#saapaid	saabas	id		S	pl p
wahhetanud	####	####				
          	#vahetanud	vaheta	nud		V	nud
,	,	,			Z	
selle	@selle	see	0		P	sg g
     	sell	sell	e		S	pl p
peale	peale	peale	0		D	
     	@peale	peale	0		K	
     	pea	pea	le		S	sg all
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
nad	nad	tema	d		P	pl n
tedda	####	####				
     	#teda	tema	da		P	sg p
peksma	peksma	peks	ma		V	ma
hakkand	hakk_and	hakk_and	0		S	sg n
       	£hakanud	hakka	nd		V	nud
ja	ja	ja	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
mälleta	####	####				
       	#mäleta	mäleta	0		V	o
mis	mis	mis	0		P	pl n
   	@mis	mis	0		P	sg n
nad	nad	tema	d		P	pl n
õiete	####	####				
     	#õieti	õieti	0		D	
temmaga	####	####				
       	#temaga	tema	ga		P	sg kom
teinud	@teinud	tege	nud		V	nud
      	tei=nud	tei=nud	0		A	
      	tei=nud	tei=nud	0		A	sg n
      	tei=nud	tei=nud	d		A	pl n
      	teinu	teinu	d		S	pl n
,	,	,			Z	
sest	see	see	st		P	sg el
    	@sest	sest	0		J	
nad	nad	tema	d		P	pl n
tedda	####	####				
     	#teda	tema	da		P	sg p
kohhe	####	####				
     	#kohe	kohe	0		D	
uimaseks	uimaseks	uimane	ks		A	sg tr
lönud	####	####				
     	#löönud	löö	nud		V	nud
ja	ja	ja	0		J	
õue	@õue	õu	0		S	adt
   	õu	õu	0		S	sg g
   	õu	õu	0		S	sg p
   	õue	õue	0		D	
wedanud	veda=nud	veda=nud	0		A	
       	veda=nud	veda=nud	0		A	sg n
       	veda=nu	veda=nu	d		S	pl n
       	veda=nud	veda=nud	d		A	pl n
       	@vedanud	veda	nud		V	nud
,	,	,			Z	
kus	kus	kus	0		D	
kõrtsmik	kõrtsmik	kõrtsmik	0		S	sg n
tedda	####	####				
     	#teda	tema	da		P	sg p
pärrast	####	####				
       	pärast	pära	st		S	sg el
       	pärast	pärane	t		A	sg p
       	#pärast	pärast	0		D	
       	pärast	pärast	0		K	
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
korristanud	####	####				
           	#koristanud	korista	nud		V	nud
,	,	,			Z	
praego	####	####				
      	#praegu	praegu	0		D	
olla	olla	ole	a		V	da
temal	temal	tema	l		P	sg ad
hawad	####	####				
     	#haavad	haav	d		S	pl n
weel	@veel	veel	0		D	
    	vesi	vesi	l		S	sg ad
külles	####	####				
      	#küljes	küljes	0		D	
      	küljes	küljes	0		K	
      	küljes	külg	s		S	sg in
.	.	.			Z	
Pealt	@pealt	pealt	0		D	
     	pealt	pealt	0		K	
     	pea	pea	lt		S	sg abl
näggiad	####	####				
       	#nägijad	nägija	d		S	pl n
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
:	:	:			Z	
Tõnno	####	####				
     	#Tõnno	Tõnno	0		H	sg n
Ahlbok	####	####				
      	#Ahlbok	Ahlbok	0		H	sg n
,	,	,			Z	
Jaan	@Jaan	Jaan	0		H	sg n
    	jaan	jaan	0		S	sg n
    	jaan	jaan	0		Y	?
Wana	vana	vana	0		A	sg g
    	vana	vana	0		A	sg n
    	vana	vana	0		A	sg p
    	vana	vana	0		S	sg g
    	vana	vana	0		S	sg n
    	vana	vana	0		S	sg p
    	£Vana	Wana	0		H	sg n
ja	ja	ja	0		J	
Palwere	####	####				
       	#Palvere	Palwere	0		H	sg n
kõrtsmik	kõrtsmik	kõrtsmik	0		S	sg n
.	.	.			Z	
Hans	Hans	Hans	0		H	sg n
Wanatoa	vana_tuba	vana_tuba	0		S	sg g
       	£Vanatoa	Wanatoa	0		H	sg n
tunnistab	tunnistab	tunnista	b		V	b
:	:	:			Z	
Temma	####	####				
     	#tema	tema	0		P	sg n
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
tea	tea	tead	0		V	o
sest	@sest	see	st		P	sg el
    	sest	sest	0		J	
peksmisest	peksmisest	peksmine	st		S	sg el
ühtegi	ühe	ühe	0	gi	S	sg g
      	ühte	ühte	0	gi	D	
      	üks	üks	0	gi	N	adt
      	üks	üks	0	gi	N	sg p
      	üks	üks	0	gi	P	adt
      	@ühtegi	üks	0	gi	P	sg p
muud	muu	muu	d		P	pl n
    	muu	muu	d		P	sg p
    	muu	muu	d		S	pl n
    	@muud	muu	d		S	sg p
    	muu	muu	d		V	d
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
et	et	et	0		J	
Mik	####	####				
   	#Mikk	Mik	0		H	sg n
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
Hans	Hans	Hans	0		H	sg n
Wiermanniga	####	####				
           	#Wiermanniga	Wiermann	ga		H	sg kom
sapaid	####	####				
      	#saapaid	saabas	id		S	pl p
wahhetanud	####	####				
          	#vahetanud	vaheta	nud		V	nud
ja	ja	ja	0		J	
et	et	et	0		J	
ta	tema	tema	0		P	sg g
  	@ta	tema	0		P	sg n
Wiemanni	####	####				
        	#Wiermanni	Wiermann	0		H	sg p
petnud	pet=nud	pet=nud	0		A	
      	pet=nud	pet=nud	0		A	sg n
      	pet=nu	pet=nu	d		S	pl n
      	pet=nud	pet=nud	d		A	pl n
      	@petnud	pet	nud		V	nud
,	,	,			Z	
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
nemmad	####	####				
      	#nemad	tema	d		P	pl n
Pomanni	####	####				
       	#Pomanni	Pomann	0		H	sg g
jallast	####	####				
       	#jalast	jalg	st		S	sg el
sapad	####	####				
     	#saapad	saabas	d		S	pl n
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
wõtnud	võt=nud	võt=nud	0		A	
      	võt=nud	võt=nud	0		A	sg n
      	võt=nu	võt=nu	d		S	pl n
      	võt=nud	võt=nud	d		A	pl n
      	@võtnud	võt	nud		V	nud
ja	ja	ja	0		J	
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg o
tahtnud	taht=nud	taht=nud	0		A	
       	taht=nud	taht=nud	0		A	sg n
       	taht=nu	taht=nu	d		S	pl n
       	taht=nud	taht=nud	d		A	pl n
       	@tahtnud	taht	nud		V	nud
sapaid	####	####				
      	#saapaid	saabas	id		S	pl p
kätte	@kätte	käsi	tte		S	adt
     	kätte	kätte	0		K	
anda	anda	and	a		V	da
,	,	,			Z	
siis	@siis	siis	0		D	
    	siis	siis	0		J	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
Wiermann	####	####				
        	#Wiermann	Wiermann	0		H	sg n
tedda	####	####				
     	#teda	tema	da		P	sg p
sabastega	sabane	sabane	tega		S	pl kom
         	£saabastega	saabas	tega		S	pl kom
õue	@õue	õu	0		S	adt
   	õu	õu	0		S	sg g
   	õu	õu	0		S	sg p
   	õue	õue	0		D	
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
ja	ja	ja	0		J	
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
temma	####	####				
     	#tema	tema	0		P	sg g
     	tema	tema	0		P	sg n
järrele	####	####				
       	järele	järele	0		D	
       	#järele	järele	0		K	
aga	aga	aga	0		J	
temma	####	####				
     	tema	tema	0		P	sg g
     	#tema	tema	0		P	sg n
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg o
teistega	teine	teine	tega		O	pl kom
        	@teistega	teine	tega		P	pl kom
toast	toast	tuba	st		S	sg el
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
enne	@enne	enne	0		D	
    	enne	enne	0		K	
    	enne	enne	0		S	sg n
kui	kui	kui	0		D	
   	@kui	kui	0		J	
kõrtsmik	kõrtsmik	kõrtsmik	0		S	sg n
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
.	.	.			Z	
Koia	####	####				
    	#koja	koda	0		S	sg g
uks	uks	uks	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
kinni	kinni	kinni	0		D	
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
.	.	.			Z	
Jürri	####	####				
     	#Jüri	Jürri	0		H	sg n
Peek	####	####				
    	#Peek	Peek	0		H	sg n
tunnistab	tunnistab	tunnista	b		V	b
:	:	:			Z	
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
ja	ja	ja	0		J	
Wiermann	####	####				
        	#Wiermann	Wiermann	0		H	sg n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
sapaid	####	####				
      	#saapaid	saabas	id		S	pl p
wahhetanud	####	####				
          	#vahetanud	vaheta	nud		V	nud
ja	ja	ja	0		J	
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
lubbanud	####	####				
        	#lubanud	luba	nud		V	nud
3	3	3	0		N	?
puddelid	####	####				
        	#pudelit	pudel	d		S	sg p
paiereid	####	####				
        	¤
peale	@peale	peale	0		D	
     	peale	peale	0		K	
     	pea	pea	le		S	sg all
anda	anda	and	a		V	da
ja	ja	ja	0		J	
sapad	####	####				
     	#saapad	saabas	d		S	pl n
piddid	####	####				
      	#pidid	pida	id		V	sid
terwed	@terved	terve	d		A	pl n
      	terve	terve	d		S	pl n
ollema	####	####				
      	#olema	ole	ma		V	ma
.	.	.			Z	
Kui	kui	kui	0		D	
   	@kui	kui	0		J	
Wiermann	####	####				
        	#Wiermann	Wiermann	0		H	sg n
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
et	et	et	0		J	
Pomanni	####	####				
       	#Pomanni	Pomann	0		H	sg g
sapad	####	####				
     	#saapad	saabas	d		S	pl n
katki	katki	katki	0		D	
olnud	ol=nud	ol=nud	0		A	
     	ol=nud	ol=nud	0		A	sg n
     	ol=nud	ol=nud	d		A	pl n
     	@olnud	ole	nud		V	nud
     	olnu	olnu	d		S	pl n
,	,	,			Z	
ei	ei	ei	0		D	
  	@ei	ei	0		V	neg
olla	olla	ole	a		V	da
wastu	@vastu	vastu	0		D	
     	vastu	vastu	0		K	
wõtnud	võt=nud	võt=nud	0		A	
      	võt=nud	võt=nud	0		A	sg n
      	võt=nu	võt=nu	d		S	pl n
      	võt=nud	võt=nud	d		A	pl n
      	@võtnud	võt	nud		V	nud
,	,	,			Z	
agga	####	####				
    	#aga	aga	0		J	
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg
õllut	####	####				
     	#õlut	õlu	t		S	sg p
andnud	and=nud	and=nud	0		A	
      	and=nud	and=nud	0		A	sg n
      	and=nu	and=nu	d		S	pl n
      	and=nud	and=nud	d		A	pl n
      	£andnud	and	nud		V	nud
egga	####	####				
    	ega	ega	0		D	
    	#ega	ega	0		J	
ka	ka	ka	0		D	
sapaid	####	####				
      	#saapaid	saabas	id		S	pl p
taggasi	####	####				
       	#tagasi	tagasi	0		D	
       	tagasi	tagasi	0		K	
,	,	,			Z	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
tahha	####	####				
     	#taha	taha	0		D	
kõrtso	####	####				
      	#kõrtsi	kõrts	0		S	sg g
kambri	kamber	kamber	0		S	sg g
      	£kambrisse	kamber	0		S	adt
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
.	.	.			Z	
Kõrtsmik	kõrtsmik	kõrtsmik	0		S	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
küll	@küll	küll	0		D	
    	küll	küll	0		S	sg n
käskinud	käski=nud	käski=nud	0		A	
        	käski=nud	käski=nud	0		A	sg n
        	käski=nu	käski=nu	d		S	pl n
        	käski=nud	käski=nud	d		A	pl n
        	@käskinud	käski	nud		V	nud
kätte	@kätte	käsi	tte		S	adt
     	kätte	kätte	0		K	
anda	anda	and	a		V	da
,	,	,			Z	
agga	####	####				
    	#aga	aga	0		J	
Pomann	####	####				
      	#Pomann	Pomann	0		H	sg n
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg
annud	####	####				
     	#andnud	and	nud		V	nud
,	,	,			Z	
teised	teine	teine	d		O	pl n
      	@teised	teine	d		P	pl n
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
wäggise	####	####				
       	#vägisi	vägisi	0		D	
sapad	####	####				
     	#saapad	saabas	d		S	pl n
jallast	####	####				
       	#jalast	jalg	st		S	sg el
ärra	####	####				
    	#ära	ära	0		D	
    	ära	ära	0		V	neg o
kiskunud	kisku=nud	kisku=nud	0		A	
        	kisku=nud	kisku=nud	0		A	sg n
        	kisku=nu	kisku=nu	d		S	pl n
        	kisku=nud	kisku=nud	d		A	pl n
        	@kiskunud	kisku	nud		V	nud
.	.	.			Z	
Temma	####	####				
     	#tema	tema	0		P	sg n
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
õue	@õue	õu	0		S	adt
   	õu	õu	0		S	sg g
   	õu	õu	0		S	sg p
   	õue	õue	0		D	
läinud	läinud	läinud	0		A	
      	läinud	läinud	0		A	sg n
      	läinu	läinu	d		S	pl n
      	läinud	läinud	d		A	pl n
      	@läinud	mine	nud		V	nud
,	,	,			Z	
siis	@siis	siis	0		D	
    	siis	siis	0		J	
tagga	####	####				
     	#taga	taga	0		D	
on	ole	ole	0		V	b
  	@on	ole	0		V	vad
teised	teine	teine	d		O	pl n
      	@teised	teine	d		P	pl n
õue	@õue	õu	0		S	adt
   	õu	õu	0		S	sg g
   	õu	õu	0		S	sg p
   	õue	õue	0		D	
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
,	,	,			Z	
tema	tema	tema	0		P	sg g
    	@tema	tema	0		P	sg n
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg o
pekso	####	####				
     	#peksa	peksa	0		X	
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
,	,	,			Z	
on	@on	ole	0		V	b
  	ole	ole	0		V	vad
siis	@siis	siis	0		D	
    	siis	siis	0		J	
alles	alles	alles	0		D	
kõrtso	####	####				
      	#kõrtsi	kõrts	0		S	sg g
otsast	otsast	otsast	0		K	
      	@otsast	ots	st		S	sg el
wälja	väli	väli	0		S	adt
     	väli	väli	0		S	sg g
     	väli	väli	0		S	sg p
     	@välja	välja	0		D	
     	välja	välja	0		V	o
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
,	,	,			Z	
kui	kui	kui	0		D	
   	@kui	kui	0		J	
kõrtsmik	kõrtsmik	kõrtsmik	0		S	sg n
tullega	####	####				
       	#tulega	tuli	ga		S	sg kom
õue	@õue	õu	0		S	adt
   	õu	õu	0		S	sg g
   	õu	õu	0		S	sg p
   	õue	õue	0		D	
tulnud	tul=nud	tul=nud	0		A	
      	tul=nud	tul=nud	0		A	sg n
      	tul=nud	tul=nud	d		A	pl n
      	@tulnud	tule	nud		V	nud
      	tulnu	tulnu	d		S	pl n
.	.	.			Z	
Hindrek	####	####				
       	#Hinrek	Hinrek	0		H	sg n
Kalk	kalk	kalk	0		A	sg n
    	£Kalk	Kalk	0		H	sg n
tunnistab	tunnistab	tunnista	b		V	b
:	:	:			Z	
Temma	####	####				
     	#tema	tema	0		P	sg n
põlle	põll	põll	0		S	adt
     	põll	põll	0		S	sg g
     	põll	põll	0		S	sg p
     	£pole	ole	0		V	neg o
sapa	####	####				
    	#saapa	saabas	0		S	sg g
wahhetamist	####	####				
           	#vahetamist	vahetamine	t		S	sg p
esite	####	####				
     	#esiti	esiti	0		D	
näinud	@näinud	näge	nud		V	nud
      	näi=nud	näi=nud	0		A	
      	näi=nud	näi=nud	0		A	sg n
      	näi=nud	näi=nud	d		A	pl n
      	näinu	näinu	d		S	pl n
      	näi	näi	nud		V	nud
,	,	,			Z	
agga	####	####				
    	#aga	aga	0		J	
pärrast	####	####				
