Villandi	vill_and	0		S	adt
(	(			Z	
Aleksander	Aleksander	0		H	sg n
)	)			Z	
Sassi	Sass	0		H	adt
     	@Sass	0		H	sg g
     	sassi	0		D	
     	sasi	0		S	adt
     	Sass	0		H	sg p
vend	vend	0		S	sg n
Karl	Karl	0		H	sg n
Sass	Sass	0		H	sg n
,	,			Z	
sell	sell	0		S	sg n
Andres	Andre	s		H	sg in
      	@Andres	0		H	sg n
sel	see	l		P	sg ad
   	sel	0		Y	?
	£sell	0		S	sg n
Fritz	####				
	#Fritz	0		H	sg n
ja	ja	0		J	
Pukka	Puka	0		H	adt
	£Puka	0		H	sg g
kaupmehe	kaup_mees	0		S	sg g
poeg	poeg	0		S	sg n
Stahlberg	####				
	#Stahlberg	0		H	sg n
.	.			Z	
Et	et	0		J	
neid	neid	0		S	sg n
    	see	d		P	pl p
    	@tema	d		P	pl p
tulnud	tul=nud	0		A	
      	tul=nud	0		A	sg n
      	tul=nud	d		A	pl n
      	@tule	nud		V	nud
      	tulnu	d		S	pl n
es	es			H	?
	£ei	s		V	neg s
ole	ole	0		V	o
said	saa	id		V	sid
tunnistused	tunnistus	d		S	pl n
ara	arg	0		A	sg g
	£ära	0		D	
kuulatud	@kuula	tud		V	tud
        	kuula=tu	d		S	pl n
        	kuula=tud	0		A	
        	kuula=tud	0		A	sg n
        	kuula=tud	d		A	pl n
:	:			Z	
Vastse	vastne	0		A	sg g
      	vastne	0		S	sg g
	£Vastse	0		H	sg g
Nõost	@Nõo	st		H	sg el
     	nõbu	st		S	sg el
     	nõgu	st		S	sg el
sepp	sepp	0		S	sg n
Jaak	@Jaak	0		H	sg n
    	jaak	0		S	sg n
Niggul	####				
	#Niggul	0		H	sg n
tunnistas	tunnista	s		V	s
et	et	0		J	
Vastse	vastne	0		A	sg g
      	vastne	0		S	sg g
	£Vastse	0		H	sg g
Nõo	@Nõo	0		H	sg g
   	nõbu	0		S	sg g
   	nõgu	0		S	sg g
   	Nõo	0		H	sg n
poodis	####				
	#pood	s		S	sg in
on	@ole	0		V	b
  	ole	0		V	vad
Karl	Karl	0		H	sg n
Sass	Sass	0		H	sg n
kaebaja	kaebaja	0		S	sg g
       	@kaebaja	0		S	sg n
Peter	Peter	0		H	sg n
Kubule	kubu	le		S	sg all
	£Kubbu	le		H	sg all
mittu	####				
	#mitu	0		P	sg n
korda	kord	0		S	adt
     	korda	0		V	o
     	@kord	0		S	sg p
löönud	@löö	nud		V	nud
      	löö=nu	d		S	pl n
      	löö=nud	0		A	
      	löö=nud	0		A	sg n
      	löö=nud	d		A	pl n
tema	tema	0		P	sg g
    	@tema	0		P	sg n
ei	ei	0		D	
  	@ei	0		V	neg
tea	tead	0		V	o
mis	mis	0		P	pl n
   	@mis	0		P	sg n
perast	####				
	#pärast	0		D	
,	,			Z	
sest	see	st		P	sg el
    	@sest	0		J	
et	et	0		J	
nad	tema	d		P	pl n
saksa	saks	0		S	adt
     	saks	0		S	sg g
     	@saksa	0		G	
     	saks	0		S	sg p
keeli	keel	i		S	pl p
     	@keeli	0		D	
on	ole	0		V	b
  	@ole	0		V	vad
riielnud	@riidle	nud		V	nud
        	riiel=nu	d		S	pl n
        	riiel=nud	0		A	
        	riiel=nud	0		A	sg n
        	riiel=nud	d		A	pl n
;	;			Z	
väljas	välja	s		V	s
      	väli	s		S	sg in
      	@väljas	0		D	
peksmist	peksmine	t		S	sg p
tema	tema	0		P	sg g
    	@tema	0		P	sg n
ei	ei	0		D	
  	@ei	0		V	neg
näinud	näi	nud		V	nud
      	@näge	nud		V	nud
      	näi=nud	0		A	
      	näi=nud	0		A	sg n
      	näi=nud	d		A	pl n
      	näinu	d		S	pl n
.	.			Z	
(	(			Z	
Seda	see	da		P	sg p
kuulnud	@kuul	nud		V	nud
       	kuul=nud	0		A	
       	kuul=nud	0		A	sg n
       	kuul=nud	d		A	pl n
       	kuulnu	d		S	pl n
kül	####				
	#küll	0		D	
et	et	0		J	
üks	üks	0		N	sg n
   	@üks	0		P	sg n
kõrtsis	kõrts	s		S	sg in
rööknud	####				
	#rööki	nud		V	nud
)	)			Z	
tema	tema	0		P	sg g
    	@tema	0		P	sg n
läinud	läinu	d		S	pl n
      	läinud	0		A	
      	läinud	0		A	sg n
      	läinud	d		A	pl n
      	@mine	nud		V	nud
kõrtsi	@kõrts	0		S	adt
      	kõrts	0		S	sg g
      	kõrts	0		S	sg p
ja	ja	0		J	
näinud	näi	nud		V	nud
      	@näge	nud		V	nud
      	näi=nud	0		A	
      	näi=nud	0		A	sg n
      	näi=nud	d		A	pl n
      	näinu	d		S	pl n
et	et	0		J	
kaebaja	kaebaja	0		S	sg g
       	@kaebaja	0		S	sg n
Peter	Peter	0		H	sg n
Kubu	kubu	0		S	sg g
    	kubu	0		S	sg n
    	kubu	0		S	sg n
    	kubu	0		S	sg p
    	kubu	0		S	sg p
	£Kubbu	0		H	sg n
olnud	ol=nud	0		A	
     	ol=nud	0		A	sg n
     	ol=nud	d		A	pl n
     	@ole	nud		V	nud
     	olnu	d		S	pl n
põrmandu	####				
	#põrand	0		S	sg g
pääle	####				
	#peale	0		K	
maha	maha	0		D	
löödud	@löö	dud		V	tud
      	löödu	d		S	pl n
      	löödud	0		A	
      	löödud	0		A	sg n
      	löödud	d		A	pl n
aga	aga	0		J	
ei	ei	0		D	
  	@ei	0		V	neg
tea	tead	0		V	o
kes	kes	0		P	pl n
   	@kes	0		P	sg n
lei	####				
	#löö	i		V	s
,	,			Z	
kõrtsim	####				
	¤
oln	####				
	#ole	n		V	nud
.	.			Z	
kodus	kodu	s		S	sg in
Vana	vana	0		A	sg g
    	vana	0		A	sg n
    	vana	0		A	sg p
    	vana	0		S	sg g
    	vana	0		S	sg n
    	vana	0		S	sg p
	£Vana	0		H	sg g
Nõo	@Nõo	0		H	sg g
   	nõbu	0		S	sg g
   	nõgu	0		S	sg g
   	Nõo	0		H	sg n
kõrtsimees	kõrtsi_mees	0		S	sg n
Glück	####				
	#Glück	0		H	sg n
kohtu	kohtu	0		V	o
     	@kohus	0		S	sg g
ees	ees	0		D	
   	@ees	0		K	
   	esi	s		S	sg in
ütles	ütle	s		V	s
,	,			Z	
et	et	0		J	
tema	tema	0		P	sg g
    	@tema	0		P	sg n
ei	ei	0		D	
  	@ei	0		V	neg
tea	tead	0		V	o
mis	mis	0		P	pl n
   	@mis	0		P	sg n
podis	####				
	#pood	s		S	sg in
ehk	ehk	0		D	
   	@ehk	0		J	
väljas	välja	s		V	s
      	väli	s		S	sg in
      	@väljas	0		D	
on	@ole	0		V	b
  	ole	0		V	vad
sündinud	@sündi	nud		V	nud
        	sündinu	d		S	pl n
        	sündinud	0		A	
        	sündinud	0		A	sg n
        	sündinud	d		A	pl n
sest	see	st		P	sg el
    	@sest	0		J	
et	et	0		J	
kodus	kodu	s		S	sg in
ei	ei	0		D	
  	@ei	0		V	neg
olnud	ol=nud	0		A	
     	ol=nud	0		A	sg n
     	ol=nud	d		A	pl n
     	@ole	nud		V	nud
     	olnu	d		S	pl n
.	.			Z	
Kaebaja	kaebaja	0		S	sg g
       	@kaebaja	0		S	sg n
P.K	####				
	#P.K	0		Y	?
olla	ole	a		V	da
kõrtsi	kõrts	0		S	adt
      	@kõrts	0		S	sg g
      	kõrts	0		S	sg p
ükse	####				
	#uks	0		S	sg g
pääle	####				
	#peale	0		K	
väega	vägi	ga		S	sg kom
	£väga	0		D	
kõvaste	####				
	#kõvasti	0		D	
klopnud	####				
	#klop	nud		V	nud
ja	ja	0		J	
sellest	see	st		P	sg el
on	@ole	0		V	b
  	ole	0		V	vad
tema	@tema	0		P	sg g
    	tema	0		P	sg n
naene	####				
	#naine	0		S	sg n
ehmatanu	ehmata=nu	0		S	sg g
        	ehmata=nu	0		S	sg nõ
	£ehmata	nu		V	nud
ja	ja	0		J	
haiges	haige	s		A	sg in
      	haige	s		S	sg in
	£haige	s		A	sg tr
jäänu	jäänu	0		S	sg g
     	jäänu	0		S	sg n
     	jäänud	0		A	sg g
	£jää	nu		V	nud
.	.			Z	
Seepääle	####				
	#see_peale	0		D	
tulnud	tul=nud	0		A	
      	tul=nud	0		A	sg n
      	tul=nud	d		A	pl n
      	@tule	nud		V	nud
      	tulnu	d		S	pl n
tema	tema	0		P	sg g
    	@tema	0		P	sg n
kodu	kodu	0		S	sg g
    	kodu	0		S	sg n
    	kodu	0		S	sg p
	£kodu	0		S	sg ill
ja	ja	0		J	
kuulnud	@kuul	nud		V	nud
       	kuul=nud	0		A	
       	kuul=nud	0		A	sg n
       	kuul=nud	d		A	pl n
       	kuulnu	d		S	pl n
et	et	0		J	
naene	####				
	#naine	0		S	sg n
ukse	uks	0		S	sg g
klopmisest	####				
	#kloppimine	st		S	sg el
ehmatanud	@ehmata	nud		V	nud
         	ehmata=nu	d		S	pl n
         	ehmata=nud	0		A	
         	ehmata=nud	0		A	sg n
         	ehmata=nud	d		A	pl n
sis	####				
	#siis	0		D	
on	@ole	0		V	b
  	ole	0		V	vad
ta	tema	0		P	sg g
  	@tema	0		P	sg n
kül	####				
	#küll	0		D	
üttelnud	####				
	#ütle	nud		V	nud
et	et	0		J	
tarvis	@tarvis	0		D	
      	tarvis	0		K	
kohtumehe	kohtu_mees	0		S	sg g
järele	järele	0		D	
      	@järele	0		K	
minna	mine	a		V	da
,	,			Z	
aga	aga	0		J	
kõrtsis	kõrts	s		S	sg in
peksmist	peksmine	t		S	sg p
ja	ja	0		J	
läbi	@läbi	0		D	
    	läbi	0		K	
    	läbi	0		V	o
otsmist	otsmine	t		A	sg p
	£otsimine	t		S	sg p
tema	tema	0		P	sg g
    	@tema	0		P	sg n
ei	ei	0		D	
  	@ei	0		V	neg
näinud	näi	nud		V	nud
      	@näge	nud		V	nud
      	näi=nud	0		A	
      	näi=nud	0		A	sg n
      	näi=nud	d		A	pl n
      	näinu	d		S	pl n
.	.			Z	
Vastse	vastne	0		A	sg g
      	vastne	0		S	sg g
	£Vastse	0		H	sg g
Nõo	@Nõo	0		H	sg g
   	nõbu	0		S	sg g
   	nõgu	0		S	sg g
   	Nõo	0		H	sg n
moisa	####				
	#mõis	0		S	sg g
mees	@mees	0		S	sg n
    	mesi	s		S	sg in
,	,			Z	
Johan	Johan	0		H	sg n
Munni	####				
	#Munni	0		H	sg n
tunnistas	tunnista	s		V	s
et	et	0		J	
Kaebaja	@kaebaja	0		S	sg g
       	kaebaja	0		S	sg n
väike	väike	0		A	sg n
vend	vend	0		S	sg n
on	@ole	0		V	b
  	ole	0		V	vad
ööse	öös	e		S	pl p
	£öösel	0		D	
tema	@tema	0		P	sg g
    	tema	0		P	sg n
korteri	korter	0		S	sg g
juure	juur	0		S	sg g
	£juurde	0		K	
tulnud	tul=nud	0		A	
      	tul=nud	0		A	sg n
      	tul=nud	d		A	pl n
      	@tule	nud		V	nud
      	tulnu	d		S	pl n
ja	ja	0		J	
üttelnud	####				
	#ütle	nud		V	nud
tulge	tule	ge		V	ge
appi	appi	0		I	
    	@abi	0		S	adt
nüüd	nüüd	0		D	
tappetas	####				
	#tap	tas		V	takse
Peeter	Peeter	0		H	sg n
	£Peter	0		H	sg n
tee	@tee	0		S	sg g
   	tege	0		V	o
   	tee	0		S	sg n
pääle	####				
	#peale	0		K	
ära	@ära	0		D	
   	ära	0		V	neg o
;	;			Z	
varsti	varsti	0		D	
tulnud	tul=nud	0		A	
      	tul=nud	0		A	sg n
      	tul=nud	d		A	pl n
      	@tule	nud		V	nud
      	tulnu	d		S	pl n
ka	ka	0		D	
kaebaja	kaebaja	0		S	sg g
       	@kaebaja	0		S	sg n
Peter	Peter	0		H	sg n
Kubbu	####				
	#Kubbu	0		H	sg n
isi	iski	0		V	o
	£ise	0		P	sg n
senna	senna	0		S	sg g
     	senna	0		S	sg n
	£sinna	0		D	
.	.			Z	
Pääle	####				
	#peale	0		K	
see	see	0		P	sg n
tulnud	tul=nud	0		A	
      	tul=nud	0		A	sg n
      	tul=nud	d		A	pl n
      	@tule	nud		V	nud
      	tulnu	d		S	pl n
Sassi	Sass	0		H	adt
     	@Sass	0		H	sg g
     	sassi	0		D	
     	sasi	0		S	adt
     	Sass	0		H	sg p
poodi	poo	di		V	ti
     	pood	0		S	adt
     	pood	0		S	sg p
	£pood	0		S	sg g
Sell	sell	0		S	sg n
Fritz	####				
	#Fritz	0		H	sg n
ja	ja	0		J	
Pukka	Puka	0		H	adt
	£Puka	0		H	sg g
kaupmehe	kaup_mees	0		S	sg g
poeg	poeg	0		S	sg n
Stahlberg	####				
	#Stahlberg	0		H	sg n
moisade	####				
	#mõis	de		S	sg ill
Peter	Peter	0		H	sg n
Kubbud	####				
	#Kubbu	d		H	sg p
taga	@taga	0		D	
    	taga	0		K	
    	taga	0		V	o
otsma	####				
	#otsi	ma		V	ma
ja	ja	0		J	
tahtnud	@taht	nud		V	nud
       	taht=nu	d		S	pl n
       	taht=nud	0		A	
       	taht=nud	0		A	sg n
       	taht=nud	d		A	pl n
tuppa	tuba	0		S	adt
järele	@järele	0		D	
      	järele	0		K	
minna	mine	a		V	da
ja	ja	0		J	
üttelnud	####				
	#ütle	nud		V	nud
Sassi	Sass	0		H	adt
     	@Sass	0		H	sg g
     	sassi	0		D	
     	sasi	0		S	adt
     	Sass	0		H	sg p
sell	sell	0		S	sg n
ma	mina	0		P	sg n
tahan	taht	n		V	n
temale	tema	le		P	sg all
veel	@veel	0		D	
    	vesi	l		S	sg ad
üks	@üks	0		N	sg n
   	üks	0		P	sg n
naha	nahk	0		S	sg g
täis	täi	s		S	sg in
    	täi	s		V	s
    	täis	0		A	
    	täis	0		A	sg n
    	täis	0		D	
    	@täis	0		S	sg n
anda	and	a		V	da
,	,			Z	
ja	ja	0		J	
Stahlberg	####				
	#Stahlberg	0		H	sg n
tahtnud	@taht	nud		V	nud
       	taht=nu	d		S	pl n
       	taht=nud	0		A	
       	taht=nud	0		A	sg n
       	taht=nud	d		A	pl n
hobust	hobu	st		S	sg el
      	@hobune	t		S	sg p
ära	@ära	0		D	
   	ära	0		V	neg o
võtta	võt	a		V	da
aga	aga	0		J	
tema	tema	0		P	sg g
    	@tema	0		P	sg n
ei	ei	0		D	
  	@ei	0		V	neg
ole	ole	0		V	o
andnud	@and	nud		V	nud
      	and=nu	d		S	pl n
      	and=nud	0		A	
      	and=nud	0		A	sg n
      	and=nud	d		A	pl n
Vastse	vastne	0		A	sg g
      	vastne	0		S	sg g
	£Vastse	0		H	sg g
Nõo	@Nõo	0		H	sg g
   	nõbu	0		S	sg g
   	nõgu	0		S	sg g
   	Nõo	0		H	sg n
moisa	####				
	#mõis	0		S	sg g
mees	@mees	0		S	sg n
    	mesi	s		S	sg in
Märt	Märt	0		H	sg n
Revold	####				
	#Revold	0		H	sg n
tunnistas	tunnista	s		V	s
et	et	0		J	
Kaebaja	@kaebaja	0		S	sg g
       	kaebaja	0		S	sg n
väike	väike	0		A	sg n
vend	vend	0		S	sg n
tulnu	tulnu	0		S	sg g
     	tulnu	0		S	sg n
	£tule	nu		V	nud
ööse	öös	e		S	pl p
	£öösel	0		D	
moisa	####				
	#mõis	0		S	sg ill
,	,			Z	
üttelnu	####				
	#ütle	nu		V	nud
tulge	tule	ge		V	ge
appi	appi	0		I	
    	@abi	0		S	adt
,	,			Z	
nüüd	nüüd	0		D	
tappetas	####				
	#tap	tas		V	takse
Peeter	Peeter	0		H	sg n
	£Peter	0		H	sg n
tee	@tee	0		S	sg g
   	tege	0		V	o
   	tee	0		S	sg n
pääle	####				
	#peale	0		K	
ära	@ära	0		D	
   	ära	0		V	neg o
,	,			Z	
varsti	varsti	0		D	
tulnu	tulnu	0		S	sg g
     	tulnu	0		S	sg n
	£tule	nu		V	nud
Peter	Peter	0		H	sg n
Kubu	kubu	0		S	sg g
    	kubu	0		S	sg n
    	kubu	0		S	sg n
    	kubu	0		S	sg p
    	kubu	0		S	sg p
	£Kubbu	0		H	sg n
Johan	Johan	0		H	sg n
Munni	####				
	#Munni	0		H	sg g
tuppa	tuba	0		S	adt
,	,			Z	
siis	@siis	0		D	
    	siis	0		J	
tulnud	tul=nud	0		A	
      	tul=nud	0		A	sg n
      	tul=nud	d		A	pl n
      	@tule	nud		V	nud
      	tulnu	d		S	pl n
Sassi	Sass	0		H	adt
     	@Sass	0		H	sg g
     	sassi	0		D	
     	sasi	0		S	adt
     	Sass	0		H	sg p
sell	sell	0		S	sg n
Fritz	####				
	#Fritz	0		H	sg n
ja	ja	0		J	
Pukka	Puka	0		H	adt
	£Puka	0		H	sg g
kaupmehe	kaup_mees	0		S	sg g
poeg	poeg	0		S	sg n
Stahlberg	####				
	#Stahlberg	0		H	sg n
järele	@järele	0		D	
      	järele	0		K	
ja	ja	0		J	
küsinud	@küsi	nud		V	nud
       	küsi=nu	d		S	pl n
       	küsi=nud	0		A	
       	küsi=nud	0		A	sg n
       	küsi=nud	d		A	pl n
kus	kus	0		D	
on	@ole	0		V	b
  	ole	0		V	vad
see	see	0		P	sg n
röövel	röövel	0		S	sg n
kes	kes	0		P	pl n
   	@kes	0		P	sg n
tee	@tee	0		S	sg g
   	tege	0		V	o
   	tee	0		S	sg n
päält	####				
	#pealt	0		K	
ära	@ära	0		D	
   	ära	0		V	neg o
pages	page	s		V	s
,	,			Z	
ja	ja	0		J	
tahtnu	taht=nu	0		S	sg g
      	taht=nu	0		S	sg n
	£taht	nu		V	nud
tuppa	tuba	0		S	adt
minna	mine	a		V	da
aga	aga	0		J	
Juhan	Juhan	0		H	sg n
Muni	####				
	#Munni	0		H	sg n
ei	ei	0		D	
  	@ei	0		V	neg
lasknu	lask=nu	0		S	sg g
      	lask=nu	0		S	sg n
	£lask	nu		V	nud
Kaebaja	@kaebaja	0		S	sg g
       	kaebaja	0		S	sg n
üles	üles	0		D	
andmise	andmine	0		S	sg g
järele	järele	0		D	
      	@järele	0		K	
jäid	jää	id		V	sid
siia	@siia	0		D	
    	siig	0		S	sg g
kohtu	kohtu	0		V	o
     	@kohus	0		S	sg g
ette	ette	0		D	
    	@ette	0		K	
    	esi	tte		S	adt
tulemata	@tule	mata		V	mata
        	tulemata	0		A	
Kaupmehe	kaup_mees	0		S	sg g
vend	vend	0		S	sg n
Karl	Karl	0		H	sg n
Sass	Sass	0		H	sg n
kaupmehe	kaup_mees	0		S	sg g
sell	sell	0		S	sg n
Andres	Andre	s		H	sg in
      	@Andres	0		H	sg n
kui	kui	0		D	
   	@kui	0		J	
kaibus	####				
	#kaebus	0		S	sg n
alused	alune	d		A	pl n
      	@alune	d		S	pl n
      	alus	d		S	pl n
kaupmehe	kaup_mees	0		S	sg g
sell	sell	0		S	sg n
Fritz	####				
	#Fritz	0		H	sg n
Pukka	Puka	0		H	adt
	£Puka	0		H	sg g
noor	@noor	0		A	sg n
    	noor	0		S	sg n
kaupm	####				
	#kaupm	0		Y	?
.	.			Z	
Stahlberg	####				
	#Stahlberg	0		H	sg n
Hans	Hans	0		H	sg n
Tamissar	####				
	#Tamissar	0		H	sg n
Johan	Johan	0		H	sg n
Tomson	Tomson	0		S	sg n
kui	kui	0		D	
   	@kui	0		J	
tunnistajad	tunnistaja	d		S	pl n
Otsus	otsus	0		S	sg n
.	.			Z	
Ehk	ehk	0		D	
   	@ehk	0		J	
kül	####				
	#küll	0		D	
kaevatud	@kaeba	tud		V	tud
        	kaeva	tud		V	tud
        	kaeva=tu	d		S	pl n
        	kaeva=tud	0		A	
        	kaeva=tud	0		A	sg n
        	kaeva=tud	d		A	pl n
kaupmehed	kaup_mees	d		S	pl n
ja	ja	0		J	
nende	see	de		P	pl g
     	@tema	de		P	pl g
sellid	sell	d		S	pl n
,	,			Z	
kutsmise	####				
	#kutsumine	0		S	sg g
pääle	####				
	#peale	0		K	
ette	@ette	0		D	
    	ette	0		K	
    	esi	tte		S	adt
es	es			H	?
	£ei	s		V	neg s
tule	tuli	0		S	sg g
    	@tule	0		V	o
,	,			Z	
aga	aga	0		J	
et	et	0		J	
Kaebajal	kaebaja	l		S	sg ad
Villandi	vill_and	0		S	adt
        	vill_and	0		S	sg p
	£Viljandi	0		H	sg g
Kreisist	kreis	st		S	sg el
kaugel	kauge	l		A	sg ad
      	@kaugel	0		D	
siia	@siia	0		D	
    	siig	0		S	sg g
käia	käi	0		S	adt
    	käi	0		S	sg g
    	@käi	a		V	da
    	käia	0		V	o
    	käi	0		S	sg p
,	,			Z	
moistis	####				
	#mõist	is		V	s
see	see	0		P	sg n
kohus	kohu	s		V	s
     	@kohus	0		S	sg n
kaebaja	@kaebaja	0		S	sg g
       	kaebaja	0		S	sg n
palve	@palve	0		S	sg g
     	palve	0		S	sg n
pääle	####				
	#peale	0		K	
seda	see	da		P	sg p
asja	asi	0		S	adt
    	asi	0		S	sg g
    	@asi	0		S	sg p
(	(			Z	
kui	kui	0		D	
   	@kui	0		J	
tee	@tee	0		S	sg g
   	tege	0		V	o
   	tee	0		S	sg n
röövimist	röövimine	t		S	sg p
ja	ja	0		J	
tee	@tee	0		S	sg g
   	tege	0		V	o
   	tee	0		S	sg n
pääl	####				
	#peal	0		K	
peksmist	peksmine	t		S	sg p
)	)			Z	
Ühe	üks	0		N	sg g
   	@üks	0		P	sg g
   	ühe	0		S	sg n
Keiserliko	####				
	#keiserlik	0		A	sg g
Tarto	Tarto	0		H	sg g
     	Tarto	0		H	sg n
	£Tartu	0		H	sg g
Silla	sild	0		S	sg g
kohtu	kohtu	0		V	o
     	@kohus	0		S	sg g
ala	ala	0		S	sg g
   	ala	0		S	sg n
   	ala	0		S	sg p
	£alla	0		K	
anda	and	a		V	da
täielise	täie=line	0		A	sg g
ülekuulamise	üle_kuulamine	0		S	sg g
ja	ja	0		J	
otsuse	otsus	0		S	sg g
tarvis	tarvis	0		D	
      	@tarvis	0		K	
.	.			Z	
See	see	0		P	sg n
Otsus	otsus	0		S	sg n
sai	@saa	i		V	s
   	sai	0		S	sg n
kuulutud	kuulu	tud		V	tud
        	kuulu=tu	d		S	pl n
        	kuulu=tud	0		A	
        	kuulu=tud	0		A	sg n
        	kuulu=tud	d		A	pl n
	£kuuluta	tud		V	tud
